FAQ_ID,Category,Question,Answer,Related_Policy,Applies_To,Tags,Last_Updated,Visibility
FAQ-0064,Orders,Can I add another item to an existing order?,"For the question, ""Can I add another item to an existing order?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,add item",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0065,Orders,How do I check my order status?,"For the question, ""How do I check my order status?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,status",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0066,Orders,What does processing mean on my order?,"For the question, ""What does processing mean on my order?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,processing",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0067,Orders,Can I reorder a previous purchase?,"For the question, ""Can I reorder a previous purchase?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,reorder",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0068,Orders,What should I do if I ordered the wrong model?,"For the question, ""What should I do if I ordered the wrong model?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Return Policy,All categories,"order,wrong model",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0069,Orders,Can I place a bulk order for a business?,"For the question, ""Can I place a bulk order for a business?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,business",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0070,Orders,Can I pre-order a new smart device?,"For the question, ""Can I pre-order a new smart device?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All smart device categories,"order,preorder",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0071,Orders,Will I be charged before a pre-order ships?,"For the question, ""Will I be charged before a pre-order ships?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,preorder charge",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0072,Orders,Can I combine two orders into one shipment?,"For the question, ""Can I combine two orders into one shipment?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Shipping Policy,All categories,"order,combine",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0073,Orders,Why did I receive only part of my order?,"For the question, ""Why did I receive only part of my order?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Shipping Policy,All categories,"order,partial shipment",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0074,Orders,What should I do if I received the wrong item?,"For the question, ""What should I do if I received the wrong item?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Return Policy,All categories,"order,wrong item",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0075,Orders,What should I do if an item is missing from my order?,"For the question, ""What should I do if an item is missing from my order?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Shipping Policy,All categories,"order,missing item",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0076,Orders,Can I change the email address on my order?,"For the question, ""Can I change the email address on my order?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,email",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0077,Orders,How do I update order contact information?,"For the question, ""How do I update order contact information?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,contact",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0078,Orders,Can I save an order quote?,"For the question, ""Can I save an order quote?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,quote",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0079,Orders,Why is my order under review?,"For the question, ""Why is my order under review?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,review",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0080,Orders,Can I request gift packaging?,"For the question, ""Can I request gift packaging?"", Order changes are available only while the order is still in an editable processing stage. Once an item enters fulfillment, packing, or carrier handoff, we may not be able to modify products, quantities, payment details, or shipping information. Review the order confirmation carefully and contact support as soon as possible if something is incorrect. If the order cannot be changed, you may need to place a new order, request cancellation if eligible, or follow the return process after delivery.",Terms of Service,All categories,"order,gift packaging",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0081,Payments,What payment methods do you accept?,"For the question, ""What payment methods do you accept?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,methods",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0082,Payments,Why was my payment declined?,"For the question, ""Why was my payment declined?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,declined",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0083,Payments,Can I use multiple payment methods?,"For the question, ""Can I use multiple payment methods?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,split",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0084,Payments,When will my card be charged?,"For the question, ""When will my card be charged?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,charge",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0085,Payments,Do you accept digital wallets?,"For the question, ""Do you accept digital wallets?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,wallet",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0086,Payments,Can I pay with a purchase order?,"For the question, ""Can I pay with a purchase order?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,purchase order",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0087,Payments,Why do I see a pending authorization?,"For the question, ""Why do I see a pending authorization?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,authorization",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0088,Payments,Can I change the payment method after ordering?,"For the question, ""Can I change the payment method after ordering?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,change",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0089,Payments,Is my payment information stored securely?,"For the question, ""Is my payment information stored securely?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Privacy Policy,All categories,"payment,security",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0090,Payments,Do you offer financing options?,"For the question, ""Do you offer financing options?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,financing",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0091,Payments,Can I use a gift card online?,"For the question, ""Can I use a gift card online?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,gift card",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0092,Payments,What should I do if I was charged twice?,"For the question, ""What should I do if I was charged twice?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Refund Policy,All categories,"payment,double charge",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0093,Payments,How are taxes calculated on my order?,"For the question, ""How are taxes calculated on my order?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,tax",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0094,Payments,Can I remove a saved payment method?,"For the question, ""Can I remove a saved payment method?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Privacy Policy,All categories,"payment,saved method",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0095,Payments,Why did my promotional code not apply?,"For the question, ""Why did my promotional code not apply?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,promo code",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0096,Payments,Can I apply a discount after placing an order?,"For the question, ""Can I apply a discount after placing an order?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,discount after order",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0097,Payments,Do you accept international credit cards?,"For the question, ""Do you accept international credit cards?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,international card",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0098,Payments,Can I receive a payment receipt?,"For the question, ""Can I receive a payment receipt?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,receipt",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0099,Payments,What currency will I be charged in?,"For the question, ""What currency will I be charged in?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Terms of Service,All categories,"payment,currency",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0100,Payments,How do I report a suspicious charge?,"For the question, ""How do I report a suspicious charge?"", Payment processing is handled through approved payment partners and may include authorization checks, fraud screening, tax calculation, and order validation. A pending authorization is not always a final charge; it may be released by your bank if the order is cancelled or payment is not captured. Make sure the billing address, card details, available funds, and security verification are correct. For declined or duplicate charges, contact your bank first, then contact support with the order number and payment timestamp.",Privacy Policy,All categories,"payment,fraud",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0101,Warranty,What does the limited warranty cover?,"For the question, ""What does the limited warranty cover?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,coverage",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0102,Warranty,How long is the warranty period?,"For the question, ""How long is the warranty period?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,period",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0103,Warranty,How do I submit a warranty claim?,"For the question, ""How do I submit a warranty claim?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,claim",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0104,Warranty,Do I need proof of purchase for warranty service?,"For the question, ""Do I need proof of purchase for warranty service?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,proof",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0105,Warranty,Does the warranty cover accidental damage?,"For the question, ""Does the warranty cover accidental damage?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,accidental damage",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0106,Warranty,Does the warranty cover battery wear?,"For the question, ""Does the warranty cover battery wear?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,battery",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0107,Warranty,Can I transfer the warranty to another person?,"For the question, ""Can I transfer the warranty to another person?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,transfer",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0108,Warranty,Is installation damage covered by warranty?,"For the question, ""Is installation damage covered by warranty?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,installation damage",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0109,Warranty,What happens after my warranty claim is approved?,"For the question, ""What happens after my warranty claim is approved?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,approved claim",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0110,Warranty,Will my device be repaired or replaced?,"For the question, ""Will my device be repaired or replaced?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All smart device categories,"warranty,repair replacement",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0111,Warranty,Does opening the device void the warranty?,"For the question, ""Does opening the device void the warranty?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All smart device categories,"warranty,opening device",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0112,Warranty,Are refurbished replacements covered by warranty?,"For the question, ""Are refurbished replacements covered by warranty?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,refurbished",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0113,Warranty,Can I buy extended warranty coverage?,"For the question, ""Can I buy extended warranty coverage?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,extended",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0114,Warranty,How do I check warranty status?,"For the question, ""How do I check warranty status?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,status",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0115,Warranty,Does the warranty cover smart home compatibility issues?,"For the question, ""Does the warranty cover smart home compatibility issues?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,compatibility",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0116,Warranty,Are accessories covered under warranty?,"For the question, ""Are accessories covered under warranty?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,accessories",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0117,Warranty,What is not covered by warranty?,"For the question, ""What is not covered by warranty?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,exclusions",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0118,Warranty,Do warranty replacements include all original accessories?,"For the question, ""Do warranty replacements include all original accessories?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,replacement accessories",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0119,Warranty,Can I claim warranty service outside the purchase country?,"For the question, ""Can I claim warranty service outside the purchase country?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,international",2026-07-02,Public Help Center / Customer Support Knowledge Base
FAQ-0120,Warranty,How long does warranty service take?,"For the question, ""How long does warranty service take?"", Warranty coverage applies to eligible defects in materials or workmanship during the applicable warranty period. It does not normally cover accidental damage, misuse, unauthorized repair, improper installation, normal wear, consumables, or damage caused by unsupported accessories. To submit a claim, provide proof of purchase, model information, serial number, photos or videos when requested, and a description of the issue. After review, the resolution may include troubleshooting, repair, replacement, refurbished replacement, or another remedy allowed under the warranty terms.",Warranty Policy,All categories,"warranty,timeline",2026-07-02,Public Help Center / Customer Support Knowledge Base
